id,Last Name,First Name,Congress Number,Year at Start of Congress,State Code,Chamber of Congress,Congressional District,Party,Year First Elected,Gender,Size of House Delegation from Member's State,Race,Total Bills Sponsored,Total Bills with Action in Committee,Total Bills with Action Beyond Committee,Total Bills Passed Chamber,Total Bills Became Law,""
2143,Thornberry,Mac,110.0,2007.0,TX,House of Representative,13.0,Republican,1994.0,Male,32.0,Caucasian,8.0,0.0,0.0,0.0,0.0,
2144,Thune,John,110.0,2007.0,SD,Senate,State-Wide,Republican,2004.0,Male,1.0,Caucasian,27.0,6.0,6.0,5.0,2.0,
2145,Tiahrt,Todd,110.0,2007.0,KS,House of Representative,4.0,Republican,1994.0,Male,4.0,Caucasian,11.0,1.0,2.0,2.0,1.0,
2146,Tiberi,Patrick,110.0,2007.0,OH,House of Representative,12.0,Republican,2000.0,Male,18.0,Caucasian,4.0,0.0,0.0,0.0,0.0,
2147,Tierney,John,110.0,2007.0,MA,House of Representative,6.0,Democrat,1996.0,Male,10.0,Caucasian,8.0,0.0,0.0,0.0,0.0,
2148,Towns,Edolphus,110.0,2007.0,NY,House of Representative,10.0,Democrat,1982.0,Male,29.0,African-American,41.0,6.0,7.0,7.0,2.0,
2149,Tsongas,Niki,110.0,2007.0,MA,House of Representative,5.0,Democrat,2007.0,Female,10.0,Caucasian,5.0,1.0,1.0,1.0,0.0,
2150,Turner,Michael,110.0,2007.0,OH,House of Representative,3.0,Republican,2002.0,Male,18.0,Caucasian,9.0,1.0,3.0,3.0,0.0,
2151,Udall,Tom,110.0,2007.0,NM,House of Representative,3.0,Democrat,1998.0,Male,3.0,Caucasian,24.0,9.0,7.0,7.0,2.0,
2152,Udall,Mark,110.0,2007.0,CO,House of Representative,2.0,Democrat,1998.0,Male,7.0,Caucasian,53.0,9.0,9.0,5.0,2.0,
2153,Upton,Fred,110.0,2007.0,MI,House of Representative,6.0,Republican,1986.0,Male,15.0,Caucasian,9.0,1.0,2.0,2.0,0.0,
2154,Van Hollen,Chris,110.0,2007.0,MD,House of Representative,8.0,Democrat,2002.0,Male,8.0,Caucasian,22.0,1.0,2.0,2.0,1.0,
2155,Velazquez,Nydia,110.0,2007.0,NY,House of Representative,12.0,Democrat,1992.0,Female,29.0,Latino/a,37.0,5.0,6.0,6.0,1.0,
2156,Visclosky,Peter,110.0,2007.0,IN,House of Representative,1.0,Democrat,1984.0,Male,9.0,Caucasian,14.0,6.0,6.0,4.0,2.0,
2157,Vitter,David,110.0,2007.0,LA,Senate,State-Wide,Republican,2004.0,Male,7.0,Caucasian,59.0,1.0,2.0,2.0,1.0,
2158,Voinovich,George,110.0,2007.0,OH,Senate,State-Wide,Republican,1998.0,Male,18.0,Caucasian,30.0,10.0,10.0,5.0,4.0,
2159,Walberg,Timothy,110.0,2007.0,MI,House of Representative,7.0,Republican,2006.0,Male,15.0,Caucasian,11.0,1.0,1.0,1.0,1.0,
2160,Walden,Greg,110.0,2007.0,OR,House of Representative,2.0,Republican,1998.0,Male,5.0,Caucasian,6.0,1.0,1.0,1.0,0.0,
2161,Walsh,James,110.0,2007.0,NY,House of Representative,25.0,Republican,1988.0,Male,29.0,Caucasian,6.0,1.0,0.0,0.0,0.0,
2162,Walz,Timothy,110.0,2007.0,MN,House of Representative,1.0,Democrat,2006.0,Male,8.0,Caucasian,10.0,2.0,1.0,0.0,0.0,
2163,Wamp,Zach,110.0,2007.0,TN,House of Representative,3.0,Republican,1994.0,Male,9.0,Caucasian,9.0,3.0,3.0,3.0,2.0,
2164,Warner,John,110.0,2007.0,VA,Senate,State-Wide,Republican,1978.0,Male,11.0,Caucasian,14.0,5.0,5.0,2.0,2.0,
2165,Wasserman Schultz,Debbie,110.0,2007.0,FL,House of Representative,20.0,Democrat,2004.0,Female,25.0,Caucasian,6.0,3.0,3.0,3.0,0.0,
2166,Waters,Maxine,110.0,2007.0,CA,House of Representative,35.0,Democrat,1990.0,Female,53.0,African-American,31.0,13.0,11.0,9.0,0.0,
2167,Watson,Diane,110.0,2007.0,CA,House of Representative,33.0,Democrat,2001.0,Female,53.0,African-American,10.0,3.0,3.0,2.0,1.0,
2168,Watt,Melvin,110.0,2007.0,NC,House of Representative,12.0,Democrat,1992.0,Male,13.0,African-American,21.0,1.0,1.0,1.0,0.0,
2169,Waxman,Henry,110.0,2007.0,CA,House of Representative,30.0,Democrat,1974.0,Male,53.0,Caucasian,36.0,13.0,13.0,10.0,1.0,
2170,Webb,Jim,110.0,2007.0,VA,Senate,State-Wide,Democrat,2006.0,Male,11.0,Caucasian,9.0,2.0,1.0,0.0,0.0,
2171,Weiner,Anthony,110.0,2007.0,NY,House of Representative,9.0,Democrat,1998.0,Male,29.0,Caucasian,47.0,4.0,4.0,2.0,0.0,
2172,Welch,Peter,110.0,2007.0,VT,House of Representative,1.0,Democrat,2006.0,Male,1.0,Caucasian,23.0,4.0,3.0,3.0,1.0,
2173,Weldon,Dave,110.0,2007.0,FL,House of Representative,15.0,Republican,1994.0,Male,25.0,Caucasian,11.0,0.0,0.0,0.0,0.0,
2174,Weller,Jerry,110.0,2007.0,IL,House of Representative,11.0,Republican,1994.0,Male,19.0,Caucasian,24.0,2.0,2.0,2.0,2.0,
2175,Westmoreland,Lynn,110.0,2007.0,GA,House of Representative,3.0,Republican,2004.0,Male,13.0,Caucasian,3.0,1.0,2.0,2.0,2.0,
2176,Wexler,Robert,110.0,2007.0,FL,House of Representative,19.0,Democrat,1996.0,Male,25.0,Caucasian,18.0,4.0,3.0,3.0,1.0,
2177,Whitehouse,Sheldon,110.0,2007.0,RI,Senate,State-Wide,Democrat,2006.0,Male,2.0,Caucasian,13.0,2.0,1.0,0.0,0.0,
2178,Whitfield,Ed,110.0,2007.0,KY,House of Representative,1.0,Republican,1994.0,Male,6.0,Caucasian,8.0,0.0,0.0,0.0,0.0,
2179,Wicker,Roger,110.0,2007.0,MS,House of Representative,1.0,Republican,1994.0,Male,4.0,Caucasian,1.0,0.0,0.0,0.0,0.0,
2180,Wicker,Roger,110.0,2007.0,MS,Senate,State-Wide,Republican,2007.0,Male,4.0,Caucasian,9.0,0.0,0.0,0.0,0.0,
2181,Wilson,Charles,110.0,2007.0,OH,House of Representative,6.0,Democrat,2006.0,Male,18.0,Caucasian,5.0,0.0,0.0,0.0,0.0,
2182,Wilson,Joe,110.0,2007.0,SC,House of Representative,2.0,Republican,2001.0,Male,6.0,Caucasian,26.0,0.0,1.0,1.0,0.0,
2183,Wilson,Heather,110.0,2007.0,NM,House of Representative,1.0,Republican,1998.0,Female,3.0,Caucasian,28.0,0.0,1.0,1.0,0.0,
2184,Wittman,Robert,110.0,2007.0,VA,House of Representative,1.0,Republican,2007.0,Male,11.0,Caucasian,7.0,1.0,1.0,1.0,1.0,
2185,Wolf,Frank,110.0,2007.0,VA,House of Representative,10.0,Republican,1980.0,Male,11.0,Caucasian,7.0,1.0,1.0,0.0,0.0,
2186,Woolsey,Lynn,110.0,2007.0,CA,House of Representative,6.0,Democrat,1992.0,Female,53.0,Caucasian,25.0,4.0,4.0,4.0,0.0,
2187,Wu,David,110.0,2007.0,OR,House of Representative,1.0,Democrat,1998.0,Male,5.0,Asian-American,20.0,6.0,5.0,3.0,1.0,
2188,Wyden,Ron,110.0,2007.0,OR,Senate,State-Wide,Democrat,1996.0,Male,5.0,Caucasian,37.0,11.0,8.0,1.0,0.0,
2189,Wynn,Albert,110.0,2007.0,MD,House of Representative,4.0,Democrat,1992.0,Male,8.0,African-American,15.0,2.0,0.0,0.0,0.0,
2190,Yarmuth,John,110.0,2007.0,KY,House of Representative,3.0,Democrat,2006.0,Male,6.0,Caucasian,15.0,1.0,2.0,2.0,1.0,
2191,Young,C.W.,110.0,2007.0,FL,House of Representative,10.0,Republican,1970.0,Male,25.0,Caucasian,2.0,0.0,0.0,0.0,0.0,
2192,Young,Don,110.0,2007.0,AK,House of Representative,1.0,Republican,1973.0,Male,1.0,Caucasian,40.0,14.0,9.0,8.0,1.0,
2193,Abercrombie,Neil,111.0,2009.0,HI,House of Representative,1.0,Democrat,1990.0,Male,2.0,Caucasian,15.0,2.0,1.0,1.0,0.0,
2194,Ackerman,Gary,111.0,2009.0,NY,House of Representative,5.0,Democrat,1983.0,Male,29.0,Caucasian,17.0,0.0,0.0,0.0,0.0,
2195,Aderholt,Robert,111.0,2009.0,AL,House of Representative,4.0,Republican,1996.0,Male,7.0,Caucasian,7.0,0.0,1.0,1.0,0.0,
2196,Adler,John,111.0,2009.0,NJ,House of Representative,3.0,Democrat,2008.0,Male,13.0,Caucasian,23.0,3.0,3.0,3.0,0.0,
2197,Akaka,Daniel,111.0,2009.0,HI,Senate,State-Wide,Democrat,1990.0,Male,2.0,Asian-American,57.0,24.0,23.0,8.0,4.0,
2198,Akin,W.,111.0,2009.0,MO,House of Representative,2.0,Republican,2000.0,Male,9.0,Caucasian,8.0,3.0,3.0,3.0,0.0,
2199,Alexander,Rodney,111.0,2009.0,LA,House of Representative,5.0,Republican,2002.0,Male,7.0,Caucasian,9.0,2.0,1.0,1.0,0.0,
2200,Alexander,Lamar,111.0,2009.0,TN,Senate,State-Wide,Republican,2002.0,Male,9.0,Caucasian,26.0,0.0,0.0,0.0,0.0,
2201,Altmire,Jason,111.0,2009.0,PA,House of Representative,4.0,Democrat,2006.0,Male,19.0,Caucasian,13.0,2.0,2.0,2.0,2.0,
2202,Andrews,Robert,111.0,2009.0,NJ,House of Representative,1.0,Democrat,1990.0,Male,13.0,Caucasian,7.0,2.0,1.0,1.0,0.0,
2203,Arcuri,Michael,111.0,2009.0,NY,House of Representative,24.0,Democrat,2006.0,Male,29.0,Caucasian,14.0,2.0,0.0,0.0,0.0,
2204,Austria,Steve,111.0,2009.0,OH,House of Representative,7.0,Republican,2008.0,Male,18.0,Asian-American,3.0,0.0,0.0,0.0,0.0,
2205,Baca,Joe,111.0,2009.0,CA,House of Representative,43.0,Democrat,1999.0,Male,53.0,Latino/a,35.0,3.0,2.0,2.0,1.0,
2206,Bachmann,Michele,111.0,2009.0,MN,House of Representative,6.0,Republican,2006.0,Female,8.0,Caucasian,18.0,0.0,0.0,0.0,0.0,
2207,Bachus,Spencer,111.0,2009.0,AL,House of Representative,6.0,Republican,1992.0,Male,7.0,Caucasian,6.0,0.0,0.0,0.0,0.0,
2208,Baird,Brian,111.0,2009.0,WA,House of Representative,3.0,Democrat,1998.0,Male,9.0,Caucasian,12.0,4.0,3.0,2.0,0.0,
2209,Baldwin,Tammy,111.0,2009.0,WI,House of Representative,2.0,Democrat,1998.0,Female,8.0,Caucasian,28.0,6.0,6.0,3.0,0.0,
2210,Barrasso,John,111.0,2009.0,WY,Senate,State-Wide,Republican,2007.0,Male,1.0,Caucasian,16.0,5.0,2.0,0.0,0.0,
2211,Barrett,J.,111.0,2009.0,SC,House of Representative,3.0,Republican,2002.0,Male,6.0,Caucasian,4.0,0.0,0.0,0.0,0.0,
2212,Barrow,John,111.0,2009.0,GA,House of Representative,12.0,Democrat,2004.0,Male,13.0,Caucasian,8.0,3.0,3.0,3.0,1.0,
2213,Bartlett,Roscoe,111.0,2009.0,MD,House of Representative,6.0,Republican,1992.0,Male,8.0,Caucasian,4.0,1.0,0.0,0.0,0.0,
2214,Barton,Joe,111.0,2009.0,TX,House of Representative,6.0,Republican,1984.0,Male,32.0,Caucasian,9.0,2.0,0.0,0.0,0.0,
2215,Baucus,Max,111.0,2009.0,MT,Senate,State-Wide,Democrat,1978.0,Male,1.0,Caucasian,51.0,8.0,7.0,3.0,2.0,
2216,Bayh,Evan,111.0,2009.0,IN,Senate,State-Wide,Democrat,1998.0,Male,9.0,Caucasian,18.0,2.0,1.0,1.0,1.0,
2217,Bean,Melissa,111.0,2009.0,IL,House of Representative,8.0,Democrat,2004.0,Female,19.0,Caucasian,12.0,0.0,0.0,0.0,0.0,
2218,Becerra,Xavier,111.0,2009.0,CA,House of Representative,31.0,Democrat,1992.0,Male,53.0,Latino/a,11.0,3.0,3.0,2.0,0.0,
2219,Begich,Mark,111.0,2009.0,AK,Senate,State-Wide,Democrat,2008.0,Male,1.0,Caucasian,26.0,3.0,3.0,0.0,0.0,
2220,Bennet,Michael,111.0,2009.0,CO,Senate,State-Wide,Democrat,2009.0,Male,7.0,Caucasian,25.0,3.0,1.0,0.0,0.0,
2221,Bennett,Robert,111.0,2009.0,UT,Senate,State-Wide,Republican,1992.0,Male,3.0,Caucasian,20.0,6.0,2.0,0.0,0.0,
2222,Berkley,Shelley,111.0,2009.0,NV,House of Representative,1.0,Democrat,1998.0,Female,3.0,Caucasian,19.0,0.0,0.0,0.0,0.0,
2223,Berman,Howard,111.0,2009.0,CA,House of Representative,28.0,Democrat,1982.0,Male,53.0,Caucasian,14.0,4.0,5.0,4.0,2.0,
2224,Berry,Marion,111.0,2009.0,AR,House of Representative,1.0,Democrat,1996.0,Male,4.0,Caucasian,11.0,1.0,1.0,1.0,1.0,
2225,Biggert,Judy,111.0,2009.0,IL,House of Representative,13.0,Republican,1998.0,Female,19.0,Caucasian,18.0,1.0,1.0,1.0,0.0,
2226,Bilbray,Brian,111.0,2009.0,CA,House of Representative,50.0,Republican,2006.0,Male,53.0,Caucasian,4.0,0.0,1.0,1.0,0.0,
2227,Bilirakis,Gus,111.0,2009.0,FL,House of Representative,9.0,Republican,2006.0,Male,25.0,Caucasian,21.0,0.0,2.0,2.0,0.0,
2228,Bingaman,Jeff,111.0,2009.0,NM,Senate,State-Wide,Democrat,1982.0,Male,3.0,Caucasian,80.0,24.0,16.0,2.0,1.0,
2229,Bishop,Rob,111.0,2009.0,UT,House of Representative,1.0,Republican,2002.0,Male,3.0,Caucasian,16.0,1.0,3.0,3.0,1.0,
2230,Bishop,Sanford,111.0,2009.0,GA,House of Representative,2.0,Democrat,1992.0,Male,13.0,African-American,1.0,1.0,1.0,1.0,0.0,
2231,Bishop,Timothy,111.0,2009.0,NY,House of Representative,1.0,Democrat,2002.0,Male,29.0,Caucasian,24.0,3.0,3.0,3.0,1.0,
2232,Blackburn,Marsha,111.0,2009.0,TN,House of Representative,7.0,Republican,2002.0,Female,9.0,Caucasian,18.0,1.0,1.0,1.0,1.0,
2233,Blumenauer,Earl,111.0,2009.0,OR,House of Representative,3.0,Democrat,1996.0,Male,5.0,Caucasian,41.0,1.0,2.0,2.0,0.0,
2234,Blunt,Roy,111.0,2009.0,MO,House of Representative,7.0,Republican,1996.0,Male,9.0,Caucasian,4.0,0.0,0.0,0.0,0.0,
2235,Boccieri,John,111.0,2009.0,OH,House of Representative,16.0,Democrat,2008.0,Male,18.0,Caucasian,10.0,2.0,4.0,4.0,2.0,
2236,Boehner,John,111.0,2009.0,OH,House of Representative,8.0,Republican,1990.0,Male,18.0,Caucasian,6.0,0.0,0.0,0.0,0.0,
2237,Bond,Christopher,111.0,2009.0,MO,Senate,State-Wide,Republican,1986.0,Male,9.0,Caucasian,25.0,0.0,0.0,0.0,0.0,
2238,Bonner,Jo,111.0,2009.0,AL,House of Representative,1.0,Republican,2002.0,Male,7.0,Caucasian,2.0,0.0,0.0,0.0,0.0,
2239,Bono Mack,Mary,111.0,2009.0,CA,House of Representative,45.0,Republican,1998.0,Female,53.0,Caucasian,12.0,2.0,3.0,3.0,1.0,
2240,Boozman,John,111.0,2009.0,AR,House of Representative,3.0,Republican,2001.0,Male,4.0,Caucasian,22.0,8.0,7.0,5.0,0.0,
2241,Bordallo,Madeleine,111.0,2009.0,GU,House of Representative,State-Wide,Democrat,2002.0,Female,1.0,Caucasian,28.0,8.0,6.0,5.0,2.0,
2242,Boren,Dan,111.0,2009.0,OK,House of Representative,2.0,Democrat,2004.0,Male,5.0,Caucasian,25.0,3.0,4.0,4.0,1.0,
2243,Boswell,Leonard,111.0,2009.0,IA,House of Representative,3.0,Democrat,1996.0,Male,5.0,Caucasian,12.0,2.0,1.0,1.0,1.0,
2244,Boucher,Rick,111.0,2009.0,VA,House of Representative,9.0,Democrat,1982.0,Male,11.0,Caucasian,10.0,4.0,2.0,1.0,0.0,
2245,Boustany,Charles,111.0,2009.0,LA,House of Representative,7.0,Republican,2004.0,Male,7.0,Caucasian,6.0,1.0,1.0,1.0,1.0,
2246,Boxer,Barbara,111.0,2009.0,CA,Senate,State-Wide,Democrat,1992.0,Female,53.0,Caucasian,64.0,13.0,12.0,4.0,4.0,
2247,Boyd,Allen,111.0,2009.0,FL,House of Representative,2.0,Democrat,1996.0,Male,25.0,Caucasian,7.0,1.0,1.0,1.0,0.0,
2248,Brady,Kevin,111.0,2009.0,TX,House of Representative,8.0,Republican,1996.0,Male,32.0,Caucasian,16.0,0.0,1.0,1.0,0.0,
2249,Brady,Robert,111.0,2009.0,PA,House of Representative,1.0,Democrat,1998.0,Male,19.0,Caucasian,18.0,5.0,6.0,5.0,3.0,
2250,Braley,Bruce,111.0,2009.0,IA,House of Representative,1.0,Democrat,2006.0,Male,5.0,Caucasian,22.0,2.0,2.0,2.0,1.0,
2251,Bright,Bobby,111.0,2009.0,AL,House of Representative,2.0,Democrat,2008.0,Male,7.0,Caucasian,10.0,1.0,0.0,0.0,0.0,
2252,Broun,Paul,111.0,2009.0,GA,House of Representative,10.0,Republican,2007.0,Male,13.0,Caucasian,16.0,0.0,0.0,0.0,0.0,
2253,Brown,Henry,111.0,2009.0,SC,House of Representative,1.0,Republican,2000.0,Male,6.0,Caucasian,7.0,4.0,4.0,4.0,1.0,
2254,Brown,Corrine,111.0,2009.0,FL,House of Representative,3.0,Democrat,1992.0,Female,25.0,African-American,9.0,1.0,1.0,1.0,0.0,
2255,Brown,Scott,111.0,2009.0,MA,Senate,State-Wide,Republican,2010.0,Male,10.0,Caucasian,6.0,1.0,0.0,0.0,0.0,
2256,Brown,Sherrod,111.0,2009.0,OH,Senate,State-Wide,Democrat,2006.0,Male,18.0,Caucasian,107.0,7.0,4.0,2.0,0.0,
2257,Brown-Waite,Ginny,111.0,2009.0,FL,House of Representative,5.0,Republican,2002.0,Female,25.0,Caucasian,15.0,2.0,1.0,1.0,1.0,
2258,Brownback,Sam,111.0,2009.0,KS,Senate,State-Wide,Republican,1996.0,Male,4.0,Caucasian,50.0,0.0,0.0,0.0,0.0,
2259,Buchanan,Vern,111.0,2009.0,FL,House of Representative,13.0,Republican,2006.0,Male,25.0,Caucasian,10.0,2.0,1.0,1.0,0.0,
2260,Bunning,Jim,111.0,2009.0,KY,Senate,State-Wide,Republican,1998.0,Male,6.0,Caucasian,32.0,0.0,0.0,0.0,0.0,
2261,Burgess,Michael,111.0,2009.0,TX,House of Representative,26.0,Republican,2002.0,Male,32.0,Caucasian,24.0,3.0,2.0,1.0,0.0,
2262,Burr,Richard,111.0,2009.0,NC,Senate,State-Wide,Republican,2004.0,Male,13.0,Caucasian,69.0,7.0,3.0,1.0,1.0,
2263,Burris,Roland,111.0,2009.0,IL,Senate,State-Wide,Democrat,2009.0,Male,19.0,African-American,33.0,2.0,1.0,0.0,0.0,
2264,Burton,Dan,111.0,2009.0,IN,House of Representative,5.0,Republican,1982.0,Male,9.0,Caucasian,19.0,0.0,0.0,0.0,0.0,
2265,Butterfield,G.,111.0,2009.0,NC,House of Representative,1.0,Democrat,2004.0,Male,13.0,African-American,12.0,3.0,2.0,2.0,2.0,
2266,Buyer,Steve,111.0,2009.0,IN,House of Representative,4.0,Republican,1992.0,Male,9.0,Caucasian,19.0,10.0,1.0,1.0,0.0,
2267,Byrd,Robert,111.0,2009.0,WV,Senate,State-Wide,Democrat,1958.0,Male,3.0,Caucasian,4.0,1.0,1.0,0.0,0.0,
2268,Calvert,Ken,111.0,2009.0,CA,House of Representative,44.0,Republican,1992.0,Male,53.0,Caucasian,11.0,1.0,2.0,2.0,0.0,
2269,Camp,Dave,111.0,2009.0,MI,House of Representative,4.0,Republican,1990.0,Male,15.0,Caucasian,7.0,0.0,0.0,0.0,0.0,
2270,Campbell,John,111.0,2009.0,CA,House of Representative,48.0,Republican,2005.0,Male,53.0,Caucasian,10.0,1.0,3.0,3.0,1.0,
2271,Cantor,Eric,111.0,2009.0,VA,House of Representative,7.0,Republican,2000.0,Male,11.0,Caucasian,5.0,0.0,0.0,0.0,0.0,
2272,Cantwell,Maria,111.0,2009.0,WA,Senate,State-Wide,Democrat,2000.0,Female,9.0,Caucasian,60.0,9.0,9.0,2.0,2.0,
2273,Cao,Anh,111.0,2009.0,LA,House of Representative,2.0,Republican,2008.0,Male,7.0,Asian-American,15.0,1.0,1.0,1.0,1.0,
2274,Capito,Shelley,111.0,2009.0,WV,House of Representative,2.0,Republican,2000.0,Female,3.0,Caucasian,15.0,0.0,1.0,1.0,0.0,
2275,Capps,Lois,111.0,2009.0,CA,House of Representative,23.0,Democrat,1998.0,Female,53.0,Caucasian,30.0,5.0,6.0,6.0,0.0,
2276,Capuano,Michael,111.0,2009.0,MA,House of Representative,8.0,Democrat,1998.0,Male,10.0,Caucasian,14.0,2.0,2.0,1.0,1.0,
2277,Cardin,Benjamin,111.0,2009.0,MD,Senate,State-Wide,Democrat,2006.0,Male,8.0,Caucasian,40.0,9.0,8.0,1.0,1.0,
2278,Cardoza,Dennis,111.0,2009.0,CA,House of Representative,18.0,Democrat,2002.0,Male,53.0,Latino/a,12.0,0.0,0.0,0.0,0.0,
2279,Carnahan,Russ,111.0,2009.0,MO,House of Representative,3.0,Democrat,2004.0,Male,9.0,Caucasian,17.0,1.0,1.0,0.0,0.0,
2280,Carney,Christopher,111.0,2009.0,PA,House of Representative,10.0,Democrat,2006.0,Male,19.0,Caucasian,12.0,0.0,2.0,2.0,1.0,
2281,Carper,Thomas,111.0,2009.0,DE,Senate,State-Wide,Democrat,2000.0,Male,1.0,Caucasian,50.0,12.0,9.0,6.0,3.0,
2282,Carson,Andre,111.0,2009.0,IN,House of Representative,7.0,Democrat,2008.0,Male,9.0,African-American,11.0,0.0,0.0,0.0,0.0,
2283,Carter,John,111.0,2009.0,TX,House of Representative,31.0,Republican,2002.0,Male,32.0,Caucasian,12.0,2.0,1.0,1.0,1.0,
2284,Casey,Robert,111.0,2009.0,PA,Senate,State-Wide,Democrat,2006.0,Male,19.0,Caucasian,99.0,5.0,1.0,0.0,0.0,
2285,Cassidy,Bill,111.0,2009.0,LA,House of Representative,6.0,Republican,2008.0,Male,7.0,Caucasian,6.0,0.0,0.0,0.0,0.0,
2286,Castle,Michael,111.0,2009.0,DE,House of Representative,1.0,Republican,1992.0,Male,1.0,Caucasian,19.0,0.0,0.0,0.0,0.0,
2287,Castor,Kathy,111.0,2009.0,FL,House of Representative,11.0,Democrat,2006.0,Female,25.0,Caucasian,8.0,1.0,0.0,0.0,0.0,
2288,Chaffetz,Jason,111.0,2009.0,UT,House of Representative,3.0,Republican,2008.0,Male,3.0,Caucasian,21.0,2.0,2.0,2.0,1.0,
2289,Chambliss,Saxby,111.0,2009.0,GA,Senate,State-Wide,Republican,2002.0,Male,13.0,Caucasian,24.0,2.0,1.0,1.0,1.0,
2290,Chandler,Ben,111.0,2009.0,KY,House of Representative,6.0,Democrat,2004.0,Male,6.0,Caucasian,5.0,2.0,2.0,2.0,0.0,
2291,Childers,Travis,111.0,2009.0,MS,House of Representative,1.0,Democrat,2008.0,Male,4.0,American-Indian,8.0,0.0,0.0,0.0,0.0,
2292,Christensen,Donna,111.0,2009.0,VI,House of Representative,State-Wide,Democrat,1996.0,Female,1.0,African-American,17.0,1.0,2.0,2.0,1.0,
2293,Chu,Judy,111.0,2009.0,CA,House of Representative,32.0,Democrat,2009.0,Female,53.0,Asian-American,8.0,0.0,0.0,0.0,0.0,
2294,Clarke,Yvette,111.0,2009.0,NY,House of Representative,11.0,Democrat,2006.0,Female,29.0,African-American,12.0,1.0,2.0,2.0,0.0,
2295,Clay,Wm.,111.0,2009.0,MO,House of Representative,1.0,Democrat,2000.0,Male,9.0,African-American,15.0,6.0,8.0,6.0,2.0,
2296,Cleaver,Emanuel,111.0,2009.0,MO,House of Representative,5.0,Democrat,2004.0,Male,9.0,African-American,7.0,1.0,2.0,2.0,0.0,
2297,Clinton,Hillary,111.0,2009.0,NY,Senate,State-Wide,Democrat,2000.0,Female,29.0,Caucasian,2.0,1.0,0.0,0.0,0.0,
2298,Clyburn,James,111.0,2009.0,SC,House of Representative,6.0,Democrat,1992.0,Male,6.0,African-American,3.0,1.0,1.0,1.0,0.0,
2299,Coble,Howard,111.0,2009.0,NC,House of Representative,6.0,Republican,1984.0,Male,13.0,Caucasian,3.0,0.0,0.0,0.0,0.0,
2300,Coburn,Tom,111.0,2009.0,OK,Senate,State-Wide,Republican,2004.0,Male,5.0,Caucasian,12.0,1.0,1.0,0.0,0.0,
2301,Cochran,Thad,111.0,2009.0,MS,Senate,State-Wide,Republican,1978.0,Male,4.0,Caucasian,9.0,1.0,1.0,1.0,0.0,
2302,Coffman,Mike,111.0,2009.0,CO,House of Representative,6.0,Republican,2008.0,Male,7.0,Caucasian,8.0,1.0,1.0,1.0,0.0,
2303,Cohen,Steve,111.0,2009.0,TN,House of Representative,9.0,Democrat,2006.0,Male,9.0,Caucasian,36.0,5.0,4.0,4.0,1.0,
2304,Cole,Tom,111.0,2009.0,OK,House of Representative,4.0,Republican,2002.0,Male,5.0,American-Indian,10.0,1.0,0.0,0.0,0.0,
2305,Collins,Susan,111.0,2009.0,ME,Senate,State-Wide,Republican,1996.0,Female,2.0,Caucasian,40.0,10.0,6.0,2.0,1.0,
2306,Conaway,K.,111.0,2009.0,TX,House of Representative,11.0,Republican,2004.0,Male,32.0,Caucasian,8.0,0.0,0.0,0.0,0.0,
2307,Connolly,Gerald,111.0,2009.0,VA,House of Representative,11.0,Democrat,2008.0,Male,11.0,Caucasian,25.0,2.0,1.0,1.0,0.0,
2308,Conrad,Kent,111.0,2009.0,ND,Senate,State-Wide,Democrat,1986.0,Male,1.0,Caucasian,12.0,0.0,0.0,0.0,0.0,
2309,Conyers,John,111.0,2009.0,MI,House of Representative,14.0,Democrat,1964.0,Male,15.0,African-American,48.0,16.0,14.0,8.0,4.0,
2310,Cooper,Jim,111.0,2009.0,TN,House of Representative,5.0,Democrat,2002.0,Male,9.0,Caucasian,5.0,0.0,0.0,0.0,0.0,
2311,Corker,Bob,111.0,2009.0,TN,Senate,State-Wide,Republican,2006.0,Male,9.0,Caucasian,8.0,0.0,0.0,0.0,0.0,
2312,Cornyn,John,111.0,2009.0,TX,Senate,State-Wide,Republican,2002.0,Male,32.0,Caucasian,52.0,3.0,1.0,1.0,1.0,
2313,Costa,Jim,111.0,2009.0,CA,House of Representative,20.0,Democrat,2004.0,Male,53.0,Latino/a,9.0,1.0,0.0,0.0,0.0,
2314,Costello,Jerry,111.0,2009.0,IL,House of Representative,12.0,Democrat,1988.0,Male,19.0,Caucasian,6.0,2.0,3.0,3.0,2.0,
2315,Courtney,Joe,111.0,2009.0,CT,House of Representative,2.0,Democrat,2006.0,Male,5.0,Caucasian,13.0,0.0,0.0,0.0,0.0,
2316,Crapo,Mike,111.0,2009.0,ID,Senate,State-Wide,Republican,1998.0,Male,2.0,Caucasian,26.0,2.0,1.0,0.0,0.0,
2317,Crenshaw,Ander,111.0,2009.0,FL,House of Representative,4.0,Republican,2000.0,Male,25.0,Caucasian,2.0,1.0,1.0,1.0,1.0,
2318,Critz,Mark,111.0,2009.0,PA,House of Representative,12.0,Democrat,2010.0,Male,19.0,Caucasian,6.0,2.0,2.0,2.0,2.0,
2319,Crowley,Joseph,111.0,2009.0,NY,House of Representative,7.0,Democrat,1998.0,Male,29.0,Caucasian,26.0,1.0,3.0,3.0,2.0,
2320,Cuellar,Henry,111.0,2009.0,TX,House of Representative,28.0,Democrat,2004.0,Male,32.0,Latino/a,16.0,5.0,4.0,4.0,3.0,
