id,Name,ID,ALIGN,EYE,HAIR,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
2739,Blue Moon (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,8.0,"2006, January",2006.0
2740,Heatmonger (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Deceased Characters,8.0,"1994, March",1994.0
2741,Maduvu (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,8.0,"2008, January",2008.0
2742,Remington Cord (New Earth),Secret Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,8.0,"1968, August",1968.0
2743,Alexandra Allston (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,8.0,"2004, September",2004.0
2744,Marauder II (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,8.0,"2004, December",2004.0
2745,Justin Quinn (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,8.0,"2002, December",2002.0
2746,Grokk (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,8.0,"1998, August",1998.0
2747,Nosferata (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,8.0,"1998, April",1998.0
2748,Vault (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,8.0,"1997, April",1997.0
2749,Hatchet (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,8.0,"1996, July",1996.0
2750,Kerry Austin (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,8.0,"1982, February",1982.0
2751,Brute of the Dreaming (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,8.0,"1974, December",1974.0
2752,Glob of the Dreaming (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,8.0,"1974, December",1974.0
2753,Seneca (New Earth),Secret Identity,Good Characters,Unknown or None,Black Hair,Living Characters,8.0,"1994, April",1994.0
2754,Joe Public (New Earth),Secret Identity,Good Characters,Unknown or None,Blond Hair,Living Characters,8.0,"1993, June",1993.0
2755,Derek Bradbourne (New Earth),Secret Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,8.0,"1992, December",1992.0
2756,"Paul Patten, Jr. (New Earth)",Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,8.0,"2010, May",2010.0
2757,Infinity (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,8.0,"2008, March",2008.0
2758,Salah Miandad (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,8.0,"2008, February",2008.0
2759,Tezumak (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,8.0,"2002, July",2002.0
2760,Jean de Baton-Baton (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,8.0,"1997, September",1997.0
2761,Reginald Hackman (New Earth),Secret Identity,Neutral Characters,Unknown or None,Black Hair,Living Characters,8.0,1993.0,1993.0
2762,Antoine (New Earth),Secret Identity,Neutral Characters,Unknown or None,Black Hair,Living Characters,8.0,"1992, October",1992.0
2763,Judson Caspian (New Earth),Secret Identity,Neutral Characters,Unknown or None,Unknown or None,Deceased Characters,8.0,"1987, June",1987.0
2764,Crusader (New Earth),Secret Identity,Unknown or None,Unknown or None,Brown Hair,Living Characters,8.0,"2010, September",2010.0
2765,Dean Mayland (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,8.0,"2006, September",2006.0
2766,Bug Baron (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,8.0,"1966, December",1966.0
2767,Zobar Zodiak (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,8.0,"1948, August",1948.0
2768,Matthew Stuart (New Earth),Unknown,Bad Characters,Unknown or None,Blond Hair,Living Characters,8.0,"1998, August",1998.0
2769,Vernon Wells (New Earth),Unknown,Bad Characters,Unknown or None,Blond Hair,Deceased Characters,8.0,1990.0,1990.0
2770,Sheila Haywood (New Earth),Unknown,Bad Characters,Unknown or None,Blond Hair,Deceased Characters,8.0,"1988, December",1988.0
2771,Moxie Mannheim (New Earth),Unknown,Bad Characters,Unknown or None,Brown Hair,Deceased Characters,8.0,"1994, November",1994.0
2772,Mister Esper (Earth-One),Unknown,Bad Characters,Unknown or None,Brown Hair,Living Characters,8.0,"1966, June",1966.0
2773,Death Angel (New Earth),Unknown,Bad Characters,Unknown or None,Purple Hair,Living Characters,8.0,"1993, August",1993.0
2774,Derrick Coe (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Living Characters,8.0,"2005, December",2005.0
2775,King of Tears (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,8.0,"2000, May",2000.0
2776,Mageddon (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Living Characters,8.0,"1998, February",1998.0
2777,Barin (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,8.0,"1993, December",1993.0
2778,Venev (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,8.0,"1993, August",1993.0
2779,Speed Queen (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,8.0,"1991, February",1991.0
2780,Psi-Phon (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Living Characters,8.0,"1988, July",1988.0
2781,Bolshoi (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Living Characters,8.0,"1986, August",1986.0
2782,Molotov (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Living Characters,8.0,"1986, August",1986.0
2783,Blindside (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Living Characters,8.0,"1985, June",1985.0
2784,Benjamin Gruener (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Living Characters,8.0,"1971, December",1971.0
2785,Shaligo (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,8.0,"1971, May",1971.0
2786,Queenie (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,8.0,"1966, March",1966.0
2787,Unimaginable (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Living Characters,8.0,"1966, February",1966.0
2788,Mordred (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,8.0,"1946, January",1946.0
2789,Charles Halstead (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,8.0,"1945, December",1945.0
2790,Doctor Excess (New Earth),Unknown,Bad Characters,Unknown or None,White Hair,Living Characters,8.0,"2002, December",2002.0
2791,Felicidad Gomez (New Earth),Unknown,Good Characters,Unknown or None,Black Hair,Living Characters,8.0,"2009, May",2009.0
2792,Bunny (New Earth),Unknown,Good Characters,Unknown or None,Black Hair,Living Characters,8.0,"2006, November",2006.0
2793,DeShaun Kendall (New Earth),Unknown,Good Characters,Unknown or None,Black Hair,Living Characters,8.0,"1999, September",1999.0
2794,Hacohen (New Earth),Unknown,Good Characters,Unknown or None,Black Hair,Living Characters,8.0,"1990, September",1990.0
2795,Gregori Eilovitch Rasputin (New Earth),Unknown,Good Characters,Unknown or None,Black Hair,Living Characters,8.0,"1989, June",1989.0
2796,Maseo Yamashiro (New Earth),Unknown,Good Characters,Unknown or None,Black Hair,Living Characters,8.0,"1984, June",1984.0
2797,Slugger Dunn (New Earth),Unknown,Good Characters,Unknown or None,Black Hair,Living Characters,8.0,"1941, August",1941.0
2798,Embra (New Earth),Unknown,Good Characters,Unknown or None,Blond Hair,Living Characters,8.0,"1968, May",1968.0
2799,Geoffrey de Cantonna (New Earth),Unknown,Good Characters,Unknown or None,Brown Hair,Deceased Characters,8.0,"2009, June",2009.0
2800,Bueno Excellente (New Earth),Unknown,Good Characters,Unknown or None,Brown Hair,Living Characters,8.0,"1997, September",1997.0
2801,Myrrha (New Earth),Unknown,Good Characters,Unknown or None,Brown Hair,Deceased Characters,8.0,"1991, January",1991.0
2802,Robert Ablamsky (New Earth),Unknown,Good Characters,Unknown or None,Brown Hair,Living Characters,8.0,"1988, September",1988.0
2803,Skirl (New Earth),Unknown,Good Characters,Unknown or None,Brown Hair,Living Characters,8.0,"1988, March",1988.0
2804,Long Round (New Earth),Unknown,Good Characters,Unknown or None,Brown Hair,Living Characters,8.0,"1979, February",1979.0
2805,Wallace Hapgood (New Earth),Unknown,Good Characters,Unknown or None,Brown Hair,Living Characters,8.0,"1978, June",1978.0
2806,Horgan (New Earth),Unknown,Good Characters,Unknown or None,Grey Hair,Living Characters,8.0,"1975, December",1975.0
2807,Dexter Myles (New Earth),Unknown,Good Characters,Unknown or None,Grey Hair,Living Characters,8.0,"1963, August",1963.0
2808,Tuftan (New Earth),Unknown,Good Characters,Unknown or None,Orange Hair,Living Characters,8.0,"1998, April",1998.0
2809,Tomy-Fai (New Earth),Unknown,Good Characters,Unknown or None,Red Hair,Living Characters,8.0,"1990, April",1990.0
2810,Topo II (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,8.0,"2007, May",2007.0
2811,Thomas Tinker (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,8.0,"2005, July",2005.0
2812,Perdoo (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,8.0,1996.0,1996.0
2813,Yazz (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,8.0,"1995, January",1995.0
2814,Osiris (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,8.0,"1994, March",1994.0
2815,Judith (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,8.0,"1990, September",1990.0
2816,Meadlux (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,8.0,"1983, October",1983.0
2817,Viktor Markov (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Deceased Characters,8.0,"1983, August",1983.0
2818,Aram Al Ashir (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,8.0,"1979, September",1979.0
2819,Vincent Yatz (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,8.0,"1968, April",1968.0
2820,Brunhilde (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,8.0,,
2821,Jack Kovacs (New Earth),Unknown,Neutral Characters,Unknown or None,Blond Hair,Living Characters,8.0,"1989, March",1989.0
2822,Jasper Evans (New Earth),Unknown,Neutral Characters,Unknown or None,Brown Hair,Deceased Characters,8.0,"1991, August",1991.0
2823,Nomoz (New Earth),Unknown,Neutral Characters,Unknown or None,Red Hair,Living Characters,8.0,"1992, October",1992.0
2824,Daniel Dickerson (New Earth),Unknown,Neutral Characters,Unknown or None,Unknown or None,Deceased Characters,8.0,"2000, April",2000.0
2825,Craydl (New Earth),Unknown,Neutral Characters,Unknown or None,Unknown or None,Living Characters,8.0,"1999, July",1999.0
2826,Nada (New Earth),Unknown,Neutral Characters,Unknown or None,Unknown or None,Living Characters,8.0,"1989, April",1989.0
2827,Lena (New Earth),Unknown,Neutral Characters,Unknown or None,Unknown or None,Living Characters,8.0,"1964, February",1964.0
2828,Djo Zha (New Earth),Unknown,Unknown or None,Unknown or None,Unknown or None,Living Characters,8.0,"2009, March",2009.0
2829,Thumper (New Earth),Unknown,Unknown or None,Unknown or None,Unknown or None,Living Characters,8.0,"2006, June",2006.0
2830,Zinnac (New Earth),Unknown,Unknown or None,Unknown or None,Unknown or None,Living Characters,8.0,"1997, September",1997.0
2831,Ladon (New Earth),Unknown,Unknown or None,Unknown or None,Unknown or None,Living Characters,8.0,1991.0,1991.0
2832,Shathan (New Earth),Unknown,Unknown or None,Unknown or None,Unknown or None,Living Characters,8.0,"1966, April",1966.0
2833,Daniel Crown (New Earth),Unknown,Unknown or None,Unknown or None,Blond Hair,Living Characters,8.0,"1988, September",1988.0
2834,Emba (New Earth),Unknown,Unknown or None,Unknown or None,Brown Hair,Living Characters,8.0,"1968, May",1968.0
2835,Hex (New Earth),Unknown,Unknown or None,Unknown or None,Red Hair,Living Characters,8.0,"1998, August",1998.0
2836,Priest (New Earth),Public Identity,Good Characters,White Eyes,Unknown or None,Deceased Characters,8.0,"1988, October",1988.0
2837,Carom (New Earth),Secret Identity,Bad Characters,White Eyes,Red Hair,Living Characters,8.0,"1997, April",1997.0
2838,Tally Man I (New Earth),Secret Identity,Bad Characters,White Eyes,White Hair,Living Characters,8.0,"1993, October",1993.0
2839,Droxelle (New Earth),Secret Identity,Good Characters,White Eyes,White Hair,Living Characters,8.0,"1983, October",1983.0
2840,Norchavius (New Earth),Public Identity,Good Characters,Yellow Eyes,Unknown or None,Living Characters,8.0,"2008, February",2008.0
2841,Jezebelle of New Genesis (New Earth),Secret Identity,Good Characters,Yellow Eyes,Red Hair,Deceased Characters,8.0,"1977, July",1977.0
2842,Red Torpedo (New Earth),Secret Identity,Good Characters,Yellow Eyes,Unknown or None,Living Characters,8.0,"2009, November",2009.0
2843,Zorrm (New Earth),Secret Identity,Unknown or None,Yellow Eyes,Unknown or None,Deceased Characters,8.0,"2007, January",2007.0
2844,Diro Yat (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,7.0,"2008, January",2008.0
2845,Sleez (New Earth),Public Identity,Bad Characters,Black Eyes,Unknown or None,Deceased Characters,7.0,"1987, September",1987.0
2846,Lurlan Dupo (New Earth),Public Identity,Bad Characters,Black Eyes,Unknown or None,Living Characters,7.0,"1986, February",1986.0
2847,Sandra Hawke (New Earth),Public Identity,Good Characters,Black Eyes,Brown Hair,Living Characters,7.0,"1994, November",1994.0
2848,Chthos-Chthas Chthatis (New Earth),Public Identity,Good Characters,Black Eyes,Unknown or None,Living Characters,7.0,"2006, December",2006.0
2849,Oho-Besh (New Earth),Public Identity,Good Characters,Black Eyes,Unknown or None,Deceased Characters,7.0,"1985, December",1985.0
2850,Sebastian Hady (New Earth),Public Identity,Neutral Characters,Black Eyes,Brown Hair,Living Characters,7.0,"2010, January",2010.0
2851,Francisco Gracia (New Earth),Public Identity,Unknown or None,Black Eyes,Black Hair,Living Characters,7.0,"2009, November",2009.0
2852,Delaken (New Earth),Public Identity,Unknown or None,Black Eyes,Brown Hair,Living Characters,7.0,"1990, March",1990.0
2853,Otto Netz (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Deceased Characters,7.0,"2011, March",2011.0
2854,Crucifer (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,7.0,"2004, May",2004.0
2855,Red Panzer III (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Deceased Characters,7.0,"1999, July",1999.0
2856,Blythe Bonner (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,7.0,"1984, May",1984.0
2857,Axe-Man (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,7.0,"1977, June",1977.0
2858,Melmoth (New Earth),Secret Identity,Bad Characters,Black Eyes,Unknown or None,Living Characters,7.0,"2005, August",2005.0
2859,John Denetto (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,7.0,"2008, February",2008.0
2860,Anthony Monetti (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,7.0,"1996, December",1996.0
2861,Mirabai (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Living Characters,7.0,"2009, July",2009.0
2862,Samuel Kurtis (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Deceased Characters,7.0,"2000, May",2000.0
2863,Knodar (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Living Characters,7.0,"1947, October",1947.0
2864,Kiriazis (New Earth),Public Identity,Bad Characters,Blue Eyes,Unknown or None,Living Characters,7.0,"2008, February",2008.0
2865,Orin I (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,7.0,"1990, March",1990.0
2866,Anais Guillot (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,7.0,"1959, August",1959.0
2867,Phillip Lorens (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,7.0,"2007, January",2007.0
2868,Mala (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,7.0,"1994, October",1994.0
